run,average_dist,std_average_dist,Treefile,CS,FDR,MAD,Kuiper/KS,Qn/MAD,q-values,Within_cluster_limit,Solution_Index,Clean_up,Prior_taxa_clustered(%),#_of_clustered_sequences,Total_no_of_sequences,%_clustered,#_of_clusters,Mean_cluster_size,S.D.,Median_cluster_size,MAD.1,Min_cluster_size,Max_cluster_size,Grand_mean_of_mean_pwd,S.D..1,Grand_mean_of_median_pwd,S.D..2,Min_mean_pwd,Max_mean_pwd,Mean_of_inter-cluster_dist,S.D..3,Median_of_inter-cluster_dist,MAD.2,Min_inter-cluster_dist,Max_inter-cluster_dist,solver(version)
cs3_fdr0.2_gam3.0,28627.91160066603,163432.90123032941,zero-branch-length-collapsed_WHO_2009_full_rooted,3,0.2,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1204,1224,0.9836601307189999,39,30.871794871794872,59.80986518133482,12.0,8.8956,3,300,0.010158864588137691,0.0038840010648045578,0.009709381813163968,0.004549312552696747,0.00044121146817959373,0.01902024194404709,0.030304095737636375,0.015860902059955433,0.02834151157410266,0.017545201092380783,3.0000015000799997e-06,0.0875880471268,"gurobi_(8, 0, 0)"
cs4_fdr0.15_gam3.0,32093.109166858583,172185.2756600472,zero-branch-length-collapsed_WHO_2009_full_rooted,4,0.15,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1202,1224,0.982026143791,35,34.34285714285714,62.402838763266885,15.0,10.3782,4,300,0.011168988268285971,0.003503024863232452,0.010944893489878827,0.004245743477662903,0.0044889460402748795,0.01782540126066668,0.028289845564811,0.014112859481224227,0.02733895390498009,0.015847157922628797,0.00065521030914,0.06589931735849999,"gurobi_(8, 0, 0)"
cs4_fdr0.2_gam3.0,30601.48861784136,167593.55183779387,zero-branch-length-collapsed_WHO_2009_full_rooted,4,0.2,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1201,1224,0.9812091503270001,37,32.45945945945946,61.28104410310228,16.0,10.3782,4,300,0.010556097839679342,0.004131320201174357,0.0104196349025198,0.004782684239168739,0.0012181506441108468,0.01782540126066668,0.0293842590360318,0.014379966578721481,0.028681274767842168,0.015894722869937015,2.0000010000599997e-06,0.0639371801772,"gurobi_(8, 0, 0)"
cs5_fdr0.1_gam3.0,30364.642225283493,167625.67736429066,zero-branch-length-collapsed_WHO_2009_full_rooted,5,0.1,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1201,1224,0.9812091503270001,37,32.45945945945946,61.103552631120756,15.0,10.3782,5,300,0.010597195602349258,0.004257032989302061,0.010101526816726464,0.004816370768395087,0.0017189969493341176,0.018563290997677527,0.02921329660844443,0.014432364011736459,0.028620898489582405,0.01661419608907073,0.00065521030914,0.0718828412717,"gurobi_(8, 0, 0)"
cs3_fdr0.15_gam3.0,31316.182477658607,169850.5923838896,zero-branch-length-collapsed_WHO_2009_full_rooted,3,0.15,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1199,1224,0.979575163399,36,33.30555555555556,61.54014691678663,13.5,8.8956,4,300,0.010582693998283562,0.0037924507812195046,0.01060654586719528,0.004421830830232737,0.0012181506441108468,0.01717963306894974,0.02874233427782288,0.014139020221961212,0.028139058021660137,0.015462753828437203,2.0000010000599997e-06,0.0639212067869,"gurobi_(8, 0, 0)"
cs5_fdr0.15_gam3.0,30448.20154186483,167619.037957028,zero-branch-length-collapsed_WHO_2009_full_rooted,5,0.15,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1197,1224,0.977941176471,37,32.351351351351354,61.045618741786605,13.0,10.3782,5,300,0.010636077046686628,0.004030580170178552,0.01022827657696626,0.004861601218084658,0.0017189969493341176,0.01782540126066668,0.02932290294996408,0.01439869290291604,0.02853882296422784,0.015987569996691108,0.00065521030914,0.0718828412717,"gurobi_(8, 0, 0)"
cs6_fdr0.2_gam3.0,37904.98833356813,185373.38088935963,zero-branch-length-collapsed_WHO_2009_full_rooted,6,0.2,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1197,1224,0.977941176471,30,39.9,66.6231553409639,18.5,13.3434,6,300,0.011496083229740113,0.003470181655309837,0.01143331813223343,0.0041213224933696994,0.003844703673220987,0.018563290997677527,0.027834121149562203,0.014022772917971485,0.027060430467190914,0.015716246506162115,0.0006572103101399999,0.0672056488188,"gurobi_(8, 0, 0)"
cs6_fdr0.15_gam3.0,31574.59474978157,169811.16190551853,zero-branch-length-collapsed_WHO_2009_full_rooted,6,0.15,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1196,1224,0.977124183007,36,33.22222222222222,62.05118215110174,14.5,11.1195,6,300,0.010545382351861296,0.0035963916258070897,0.010582118591644485,0.004077593648406923,0.001718727248508579,0.01782540126066668,0.028863355723468476,0.01511747593795424,0.02762599807481701,0.016599458661065415,1.0000005000299999e-06,0.0753972178174,"gurobi_(8, 0, 0)"
cs5_fdr0.2_gam3.0,29364.92873947435,165504.83028149905,zero-branch-length-collapsed_WHO_2009_full_rooted,5,0.2,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1195,1224,0.976307189542,38,31.447368421052627,59.22868980139885,14.0,11.8608,5,295,0.010140856475574963,0.0040665359104624715,0.009885025965076191,0.004601126996108882,0.0017189969493341176,0.01782540126066668,0.030818050030646024,0.015234667707658741,0.02966190846785293,0.016610935769262442,0.0013133433582499998,0.0800744102703,"gurobi_(8, 0, 0)"
cs6_fdr0.1_gam3.0,30571.68463636259,167598.89306158744,zero-branch-length-collapsed_WHO_2009_full_rooted,6,0.1,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1194,1224,0.975490196078,37,32.270270270270274,61.07947857261637,13.0,8.8956,6,300,0.010298674333496679,0.003647172935849506,0.01025813953071655,0.004102396819514343,0.001718727248508579,0.01782540126066668,0.029610087143063277,0.015144536640735297,0.028687992865384492,0.016506718340547368,2.0000010000599997e-06,0.0753972178174,"gurobi_(8, 0, 0)"
cs8_fdr0.2_gam3.0,32228.25449941834,172163.71781947167,zero-branch-length-collapsed_WHO_2009_full_rooted,8,0.2,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1193,1224,0.974673202614,35,34.08571428571429,62.27045916029215,13.0,7.4129999999999985,8,300,0.011191087337657495,0.003432065944715552,0.011144757892517334,0.003869489868382106,0.003383286024072277,0.018563290997677527,0.02653395640986545,0.013430705548877236,0.025973984637949213,0.014649208849907096,1.0000005000299999e-06,0.0639371801772,"gurobi_(8, 0, 0)"
cs8_fdr0.15_gam3.0,35516.448627933234,179723.002945433,zero-branch-length-collapsed_WHO_2009_full_rooted,8,0.15,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1193,1224,0.974673202614,32,37.28125,66.12950850536612,13.0,6.6717,8,300,0.011480567276764022,0.0037374295818297866,0.011274641059172495,0.00426094643142839,0.003383286024072277,0.018672756740518232,0.025543589103143083,0.013517084568824216,0.02508376750903839,0.014769731651838225,2.0000010000599997e-06,0.0639371801772,"gurobi_(8, 0, 0)"
cs4_fdr0.1_gam3.0,28004.595116907858,161354.166310439,zero-branch-length-collapsed_WHO_2009_full_rooted,4,0.1,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1192,1224,0.97385620915,40,29.8,49.667200134804965,13.5,11.1195,4,300,0.009737513064972286,0.0036360983191268017,0.009451860291358144,0.0040584353917731564,0.0012181506441108468,0.01782540126066668,0.028536943074170863,0.014439844866048056,0.027332103962117785,0.015251250070693806,1.0000005000299999e-06,0.0753972178174,"gurobi_(8, 0, 0)"
cs8_fdr0.05_gam3.0,34450.72727600033,177080.19442881807,zero-branch-length-collapsed_WHO_2009_full_rooted,8,0.05,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1192,1224,0.97385620915,33,36.12121212121213,64.42231638558837,16.0,10.3782,8,300,0.0114190092181953,0.0037326467854013508,0.011231097079649251,0.0040764029940389725,0.003383286024072277,0.018672756740518232,0.026003757544163363,0.013320596617847588,0.02500707818192623,0.013954535457191488,0.0006572103101399999,0.0639371801772,"gurobi_(8, 0, 0)"
cs8_fdr0.1_gam3.0,35292.9686952936,179756.08743334442,zero-branch-length-collapsed_WHO_2009_full_rooted,8,0.1,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1192,1224,0.97385620915,32,37.25,65.14896082651045,15.0,10.3782,8,300,0.011607563860485948,0.0036631920811301868,0.011272211019996477,0.0041555298981133535,0.003383286024072277,0.018563290997677527,0.02571172577106908,0.01336552542810412,0.0246610169023556,0.014023777077512279,3.0000015000799997e-06,0.0639371801772,"gurobi_(8, 0, 0)"
cs3_fdr0.1_gam3.0,31864.011593207077,172101.07031498794,zero-branch-length-collapsed_WHO_2009_full_rooted,3,0.1,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1191,1224,0.9730392156859999,35,34.02857142857143,54.68922128143486,15.0,11.8608,4,300,0.010305367253623837,0.0037626110991529,0.009871062856329042,0.004215760690739104,0.0012181506441108468,0.01782540126066668,0.028699756731974495,0.014422880379665624,0.027492434111839426,0.015187426534114826,0.00065521030914,0.0753972178174,"gurobi_(8, 0, 0)"
cs7_fdr0.15_gam3.0,34133.7251106592,177123.79492546077,zero-branch-length-collapsed_WHO_2009_full_rooted,7,0.15,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1191,1224,0.9730392156859999,33,36.09090909090909,63.8119128946369,16.0,10.3782,7,300,0.011084732724479022,0.0035947160477463914,0.01046143124139275,0.004040211062647666,0.0038464641507589717,0.01782540126066668,0.0273388396135522,0.013704529257017631,0.026771051739187427,0.015249272658518671,0.0006740274162630001,0.0639212067869,"gurobi_(8, 0, 0)"
cs2_fdr0.2_gam3.0,29860.789957393383,165435.33694865945,zero-branch-length-collapsed_WHO_2009_full_rooted,2,0.2,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1190,1224,0.972222222222,38,31.315789473684212,53.91690566907056,14.5,11.1195,4,300,0.010014447665732742,0.003487559492882221,0.00989263884770928,0.003993400480289098,0.0012181506441108468,0.01782540126066668,0.02897093069537656,0.014481918290831553,0.02795591917840895,0.01570724420316055,0.00065621030964,0.0753972178174,"gurobi_(8, 0, 0)"
cs3_fdr0.05_gam3.0,34096.01214877362,177062.3300472922,zero-branch-length-collapsed_WHO_2009_full_rooted,3,0.05,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1190,1224,0.972222222222,33,36.06060606060606,57.14069226148045,17.0,10.3782,4,300,0.010549223558272468,0.003725096797844504,0.010234257725047192,0.004285508159574653,0.003748332918500586,0.017717992352290487,0.02844715870611508,0.014434098468404832,0.02723872016621806,0.015283570552995781,0.0006572103101399999,0.0753972178174,"gurobi_(8, 0, 0)"
cs2_fdr0.1_gam3.0,34321.10517318412,177023.58952197697,zero-branch-length-collapsed_WHO_2009_full_rooted,2,0.1,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1190,1224,0.972222222222,33,36.06060606060606,55.88712921703182,18.0,14.826,2,300,0.010834505494882149,0.003401994007819609,0.01061490303861857,0.0038880328928322986,0.004838923036025472,0.01782540126066668,0.02742050435583913,0.014285285324423396,0.02599032667159129,0.014696136997572754,3.0000015000900002e-06,0.0753972178174,"gurobi_(8, 0, 0)"
cs6_fdr0.05_gam3.0,34331.02941028239,177033.01865828477,zero-branch-length-collapsed_WHO_2009_full_rooted,6,0.05,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1190,1224,0.972222222222,33,36.06060606060606,54.47702462617807,18.0,14.826,6,300,0.010910776153657127,0.003951160567534928,0.01068084582701584,0.004477610570139261,0.001718727248508579,0.018003128644660738,0.02899926882595437,0.014541313357409637,0.02755967774918848,0.015541217747722168,4.00000200013e-06,0.0753972178174,"gurobi_(8, 0, 0)"
cs5_fdr0.05_gam3.0,34194.88718222305,177043.318613535,zero-branch-length-collapsed_WHO_2009_full_rooted,5,0.05,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1189,1224,0.971405228758,33,36.03030303030303,55.9489079699533,22.0,16.3086,5,300,0.011074693801269743,0.0039306024576019295,0.011022322055534913,0.004434780927311567,0.001718727248508579,0.01782540126066668,0.028680719405935882,0.01465765037283196,0.027232645714659363,0.015122518730134316,2.0000010000599997e-06,0.0753972178174,"gurobi_(8, 0, 0)"
cs9_fdr0.2_gam3.0,37623.65382095904,185421.40959677947,zero-branch-length-collapsed_WHO_2009_full_rooted,9,0.2,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1189,1224,0.971405228758,30,39.63333333333333,66.96344001655363,16.5,8.8956,9,300,0.011762302091894695,0.0035381929324530366,0.011289274182782413,0.003993795627438138,0.003692368599504844,0.01782540126066668,0.025222156821210668,0.013360796306094132,0.02376567286259406,0.014447978494276453,0.00065621030964,0.0626148753266,"gurobi_(8, 0, 0)"
cs9_fdr0.15_gam3.0,37483.9253434436,185447.2968600879,zero-branch-length-collapsed_WHO_2009_full_rooted,9,0.15,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1189,1224,0.971405228758,30,39.63333333333333,67.06892149039716,16.5,10.3782,9,300,0.011825632808846234,0.003504213133710343,0.011345975021411651,0.003989181685225129,0.003692368599504844,0.01782540126066668,0.025070993925116428,0.013273140879849328,0.02344506307424973,0.014172327285244587,0.0006572103101399999,0.0626148753266,"gurobi_(8, 0, 0)"
cs7_fdr0.05_gam3.0,35887.683158735425,182479.7803719193,zero-branch-length-collapsed_WHO_2009_full_rooted,7,0.05,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1188,1224,0.9705882352940001,31,38.32258064516129,63.85994419914786,17.0,11.8608,7,300,0.011494232114078077,0.003343427811955161,0.011010936409746758,0.004045226508551464,0.005677106743762664,0.01782540126066668,0.025604563877851247,0.013201916220480964,0.024292493044435117,0.014361220240319697,0.0006572103101399999,0.0639212067869,"gurobi_(8, 0, 0)"
cs7_fdr0.2_gam3.0,37902.87999055993,185374.175653307,zero-branch-length-collapsed_WHO_2009_full_rooted,7,0.2,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1187,1224,0.96977124183,30,39.56666666666667,66.51610296780014,17.5,12.6021,7,300,0.0115137919335048,0.0034575979182297407,0.011211489541499224,0.00431414384529806,0.005208673723419168,0.01782540126066668,0.026806899301471527,0.013800188708022805,0.02669700054873413,0.014965157499251347,2.0000010000599997e-06,0.0672046488183,"gurobi_(8, 0, 0)"
cs9_fdr0.1_gam3.0,37447.16709961977,185454.61362021955,zero-branch-length-collapsed_WHO_2009_full_rooted,9,0.1,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1187,1224,0.96977124183,30,39.56666666666667,66.96148318164,15.0,8.8956,9,300,0.0118102112359885,0.0035406104485569273,0.011326550734529076,0.004068501140427275,0.003692368599504844,0.01782540126066668,0.025247718167417433,0.013279971687775718,0.02367291942657736,0.014026991810155796,0.00065621030964,0.0626148753266,"gurobi_(8, 0, 0)"
cs7_fdr0.1_gam3.0,36387.74519448091,182531.70917381893,zero-branch-length-collapsed_WHO_2009_full_rooted,7,0.1,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1186,1224,0.9689542483660001,31,38.25806451612903,66.45498112353229,13.0,8.8956,7,300,0.011511820707805943,0.0036739291841610742,0.011092219642398614,0.004198064576255136,0.003692368599504844,0.01782540126066668,0.025760409933419118,0.01355084785617557,0.02433494702079687,0.013921670718988055,0.00065521030914,0.0672046488183,"gurobi_(8, 0, 0)"
cs2_fdr0.15_gam3.0,32111.464325690547,172062.1634504823,zero-branch-length-collapsed_WHO_2009_full_rooted,2,0.15,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1185,1224,0.968137254902,35,33.857142857142854,54.01804864887229,17.0,13.3434,2,300,0.010462747107099737,0.0034579428710351822,0.010002465531225758,0.004434379959257247,0.003844703673220987,0.017966459093589446,0.027988405036132785,0.014288819667540368,0.026966956168236567,0.01512058752823849,1.0000005000299999e-06,0.0753972178174,"gurobi_(8, 0, 0)"
cs2_fdr0.05_gam3.0,34062.59556347923,177068.6575869787,zero-branch-length-collapsed_WHO_2009_full_rooted,2,0.05,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1185,1224,0.968137254902,33,35.90909090909091,57.134361178477604,16.0,11.8608,2,300,0.010472111212009128,0.0034413580815394053,0.010060927554978623,0.003950563755381504,0.004838923036025472,0.01782540126066668,0.027949372177242776,0.014393068213742456,0.026665220472357712,0.014690863592173775,0.00065521030914,0.0753972178174,"gurobi_(8, 0, 0)"
cs4_fdr0.05_gam3.0,32364.666301079174,172079.965332777,zero-branch-length-collapsed_WHO_2009_full_rooted,4,0.05,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1181,1224,0.964869281046,35,33.74285714285714,54.915091066944036,17.0,13.3434,4,300,0.010980012358709542,0.0034446856356857136,0.010829477086671773,0.0042420881855459594,0.003748332918500586,0.016602186033264046,0.026886404554243192,0.014342889806635138,0.02574339001730474,0.015341565144598363,0.0006572103101399999,0.0753972178174,"gurobi_(8, 0, 0)"
cs9_fdr0.05_gam3.0,37609.67470874533,185424.1465901195,zero-branch-length-collapsed_WHO_2009_full_rooted,9,0.05,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1181,1224,0.964869281046,30,39.36666666666667,61.63266226175261,17.5,9.6369,9,255,0.011688997827127196,0.0036549825855354905,0.011160205861805977,0.004264075623793389,0.003692368599504844,0.01815486509712704,0.02681609527427253,0.014007984602163612,0.026499404313074973,0.015418741164784387,2.0000010000599997e-06,0.0626148753266,"gurobi_(8, 0, 0)"
cs10_fdr0.1_gam3.0,40275.36290062725,191653.58428995655,zero-branch-length-collapsed_WHO_2009_full_rooted,10,0.1,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1175,1224,0.959967320261,28,41.964285714285715,69.83869358524056,13.5,3.7065,10,300,0.011589324500845644,0.0031750222573290123,0.011131002977227009,0.0036349482207663564,0.005873921907026544,0.01840841656887929,0.022651541189882787,0.01265186305911903,0.021032565290620267,0.012676449885214932,2.0000010000599997e-06,0.0608017240482,"gurobi_(8, 0, 0)"
cs10_fdr0.2_gam3.0,38811.432079031074,188478.52662980356,zero-branch-length-collapsed_WHO_2009_full_rooted,10,0.2,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1175,1224,0.959967320261,29,40.51724137931035,67.04882053381229,18.0,8.8956,10,300,0.011690567120992774,0.003313935110284184,0.011466865385096631,0.0035712727718375235,0.005873921907026544,0.018563290997677527,0.025491312668851858,0.01367889741217465,0.024833042012897218,0.01532786883014731,0.00065621030964,0.0619491237792,"gurobi_(8, 0, 0)"
cs10_fdr0.15_gam3.0,43391.60283587604,198550.24027645375,zero-branch-length-collapsed_WHO_2009_full_rooted,10,0.15,3.0,kuiper,qn,post,0.016535938237100003,0,post-clean,na,1174,1224,0.9591503267970001,26,45.153846153846146,71.64171539414298,17.5,8.1543,10,300,0.01199519811089304,0.0029104809446998227,0.011449406882941509,0.0035192294531059703,0.006826738592142896,0.018563290997677527,0.022981786132244237,0.012940477347201438,0.021074893190522047,0.013567395479935707,0.0006582103106399999,0.0608017240482,"gurobi_(8, 0, 0)"
