run,average_dist,std_average_dist,Treefile,CS,FDR,MAD,Kuiper/KS,Qn/MAD,q-values,Within_cluster_limit,Solution_Index,Clean_up,Prior_taxa_clustered(%),#_of_clustered_sequences,Total_no_of_sequences,%_clustered,#_of_clusters,Mean_cluster_size,S.D.,Median_cluster_size,MAD.1,Min_cluster_size,Max_cluster_size,Grand_mean_of_mean_pwd,S.D..1,Grand_mean_of_median_pwd,S.D..2,Min_mean_pwd,Max_mean_pwd,Mean_of_inter-cluster_dist,S.D..3,Median_of_inter-cluster_dist,MAD.2,Min_inter-cluster_dist,Max_inter-cluster_dist
cs10_fdr0.2_gam2.0,22730.406502856822,165734.06036213713,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,10,0.2,2.0,kuiper,qn,post,0.01479517,0,post-clean,na,4042,4357,0.927702547625,109,37.082568807339456,57.950030907921175,20.0,13.3434,10,519,0.010306289252817648,0.002980233352932019,0.010112177559633027,0.003230495313231196,0.002054023054545455,0.015261528933333334,0.05847888384029901,0.028960450697078918,0.055854281999999984,0.028614955399800013,0.000722532,0.164863957
cs4_fdr0.2_gam1.0,5588.677287017493,23970.57908458888,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,4,0.2,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3812,4357,0.874913931604,188,20.27659574468085,24.740321612355057,11.0,7.4129999999999985,4,213,0.007175914615951471,0.0023533692472536547,0.007067378917553192,0.002626163386067107,2e-06,0.01780844506666666,0.06369833847565139,0.030360581477980087,0.061677848999999986,0.03081677429670005,0.000722532,0.17544671399999998
cs5_fdr0.2_gam1.0,6288.893711702266,27971.665620232005,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,5,0.2,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3804,4357,0.8730778058299999,179,21.25139664804469,26.38944366223852,11.0,5.9304,5,209,0.007113093530384374,0.00244656313158142,0.007053219868715085,0.002702602667286848,0.00091632175,0.01780844506666666,0.06338912570686082,0.029677484640143963,0.061713461000000025,0.030207208495799963,0.000722532,0.174718152
cs3_fdr0.2_gam1.0,5964.332896322181,27026.973336894716,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,3,0.2,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3797,4357,0.871471195777,189,20.08994708994709,25.593328471131464,12.0,7.4129999999999985,3,209,0.007087547627240525,0.002515335173206682,0.007070420550264552,0.002852846224935899,2e-06,0.017464634,0.0638904758640099,0.030693015944165288,0.0617267165,0.031540203777599994,0.000722532,0.174718152
cs6_fdr0.2_gam1.0,6906.299704567933,31072.792527247486,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,6,0.2,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3796,4357,0.871241680055,177,21.44632768361582,26.77237171050876,12.0,5.9304,6,209,0.007103507234730576,0.002344982903952284,0.007015263313559322,0.0026213363383994675,0.00091632175,0.018696349127272725,0.06462002906843863,0.030499669499701974,0.0627073615,0.03104156685,0.000722532,0.174718152
cs3_fdr0.15_gam1.0,5835.234338430163,25949.22627366413,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,3,0.15,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3794,4357,0.8707826486110001,189,20.074074074074076,25.40134890903905,12.0,7.4129999999999985,3,205,0.007081052373331762,0.002518752509031513,0.0070613379126984125,0.002850361583758284,2e-06,0.017464634,0.06303931400754248,0.030141467805464044,0.061024969000000005,0.030657008579400014,0.000722532,0.17544671399999998
cs4_fdr0.1_gam1.0,7245.808092939106,37071.6335555627,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,4,0.1,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3784,4357,0.8684874913930001,183,20.6775956284153,26.85062241099009,11.0,7.4129999999999985,4,209,0.007124460527839232,0.0025492646925512003,0.007037244786885249,0.002798680378930561,2e-06,0.018696349127272725,0.06250796681811085,0.029605240441561532,0.060879591999999975,0.030319129969799994,0.000727694,0.174718152
cs4_fdr0.15_gam1.0,6441.350805065376,30085.803926493336,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,4,0.15,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3783,4357,0.868257975671,188,20.122340425531913,25.977179019039653,11.0,5.9304,4,205,0.0072290519833340455,0.0022987610133402138,0.0071559528989361704,0.0025793623403351754,2e-06,0.015553281392857143,0.06406503884093755,0.03047526501977056,0.062327266999999985,0.031339625788799993,0.000722532,0.174718152
cs5_fdr0.1_gam1.0,7987.872822499616,38790.11174050954,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,5,0.1,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3780,4357,0.867569428506,174,21.724137931034484,27.016025924754228,12.0,7.4129999999999985,5,205,0.007272931432907977,0.002485030335918369,0.007164192853448275,0.002724661595554486,2.0000000000000003e-06,0.01780844506666666,0.06304771842322769,0.02992142531083484,0.061413489,0.03074271620279999,0.000722532,0.174718152
cs5_fdr0.15_gam1.0,8154.339815494305,42534.86428334912,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,5,0.15,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3780,4357,0.867569428506,175,21.6,26.70959188850655,12.0,7.4129999999999985,5,209,0.007309376476687522,0.002487258360554555,0.007235702997142856,0.002770685844454385,2.0000000000000003e-06,0.018696349127272725,0.062471140761247934,0.029947174900889918,0.06058981799999999,0.030584902328400037,0.000722532,0.174718152
cs6_fdr0.15_gam1.0,8516.481297924083,43765.06695935004,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,6,0.15,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3774,4357,0.8661923341750001,169,22.33136094674556,27.081825282591254,13.0,7.4129999999999985,6,212,0.0072635005430927,0.002322250132895685,0.007158626396449703,0.0025092168428001147,0.00091632175,0.01780844506666666,0.06302232802620457,0.03017742855702185,0.0610969355,0.030736676831699995,0.000728025,0.174718152
cs3_fdr0.1_gam1.0,6314.417284599021,33085.770827357745,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,3,0.1,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3769,4357,0.865044755566,191,19.73298429319372,25.630715762943577,12.0,7.4129999999999985,3,205,0.007094954500329987,0.0024872349416432287,0.007057855678010472,0.002867983356901341,2e-06,0.018696349127272718,0.06207628007429045,0.02990671531228237,0.060149147000000014,0.030371393102399957,0.000722532,0.170298952
cs6_fdr0.1_gam1.0,7251.606014026596,31590.164986582742,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,6,0.1,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3767,4357,0.8645857241220001,169,22.289940828402372,28.262038406269113,12.0,5.9304,6,234,0.007153186376035916,0.0024389849161977352,0.0070496860059171594,0.0027153082930187933,0.00091632175,0.018696349127272725,0.06323664481205975,0.03012557487041598,0.061599698,0.030516945133500006,0.000722532,0.174718152
cs2_fdr0.2_gam1.0,7330.140208222497,36956.775958324164,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,2,0.2,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3766,4357,0.8643562084,194,19.412371134020614,26.28845668673523,11.0,7.4129999999999985,2,209,0.007118798257013623,0.002657839957456377,0.0070748471340206205,0.0029008257396318147,2e-06,0.02107026,0.0641438058563111,0.029927258761941283,0.062428044,0.030246245353799994,0.000728025,0.170298952
cs7_fdr0.2_gam1.0,8306.707920541712,42889.11768181361,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,7,0.2,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3758,4357,0.862520082626,161,23.341614906832298,28.51295880605477,13.0,5.9304,7,209,0.007380867020814006,0.002149526104888012,0.007218822232919255,0.0023969949389709647,0.00091632175,0.015553281392857143,0.061870553148913036,0.030148866891268833,0.0595353745,0.03060736816620001,0.000722532,0.17544671399999998
cs5_fdr0.05_gam1.0,7889.125411547173,38933.530512764024,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,5,0.05,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3755,4357,0.86183153546,171,21.95906432748538,26.935075912525004,12.0,7.4129999999999985,5,199,0.0072161447302532735,0.0024800410495975193,0.007143103687134503,0.0027969381640683523,2.0000000000000003e-06,0.018696349127272725,0.06214244420722394,0.029680565934017907,0.060266113,0.029943861670799994,0.000722532,0.174718152
cs7_fdr0.15_gam1.0,8137.118399288589,41393.157955016155,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,7,0.15,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3746,4357,0.859765893964,162,23.123456790123452,27.955102742484094,13.0,5.9304,7,209,0.0074433279419699435,0.002138387181790613,0.00732629463580247,0.002365893835733164,0.00091632175,0.015553281392857143,0.06193110469319836,0.030185208931140458,0.059825811,0.030955862191800007,0.000722532,0.170298952
cs2_fdr0.15_gam1.0,7356.570632594317,37165.01593583283,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,2,0.15,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3744,4357,0.85930686252,190,19.705263157894734,28.06111006497301,11.0,7.4129999999999985,2,242,0.007113892051171356,0.0027108260216609672,0.007038804034210527,0.0029172356558893253,2e-06,0.02107026,0.06397889983419662,0.03008508957371752,0.062117434999999985,0.030166957388399987,0.000728025,0.174718152
cs8_fdr0.2_gam1.0,9006.906924341749,50123.52479840471,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,8,0.2,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3742,4357,0.858847831076,158,23.68354430379747,28.804875871666265,13.0,5.9304,8,209,0.007395613193062698,0.002242642142796993,0.00723646491772152,0.002529475614033571,0.00091632175,0.018696349127272718,0.06228835600427315,0.030365132608803625,0.06022084499999999,0.030988984958400037,0.000722532,0.17544671399999998
cs6_fdr0.05_gam1.0,7995.126987559179,39102.45908960794,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,6,0.05,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3739,4357,0.858159283911,170,21.99411764705882,26.58791313654555,13.0,7.4129999999999985,6,199,0.007194558317496958,0.002402786128635351,0.00710861283235294,0.0026621549047274352,0.00091632175,0.018696349127272725,0.06191678282777584,0.02990630263649267,0.060119347999999996,0.030308040121800012,0.000722532,0.174718152
cs7_fdr0.1_gam1.0,8397.363066731117,39504.934429838584,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,7,0.1,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3735,4357,0.857241221024,161,23.198757763975163,28.74474297062343,12.0,5.9304,7,205,0.0073572278872900704,0.002269028456563267,0.007227279667701862,0.0024941484216163983,0.00091632175,0.015553281392857143,0.06219199773571429,0.030103551956555112,0.06017435899999999,0.03050662772009998,0.000722532,0.177647112
cs8_fdr0.15_gam1.0,8161.63904444303,41951.26588702143,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,8,0.15,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3735,4357,0.857241221024,161,23.198757763975163,27.72291919057596,13.0,5.9304,8,209,0.0073805030550590355,0.0022139256179127273,0.007228187201863355,0.002505071925438221,0.00091632175,0.018696349127272718,0.06239884888850933,0.03052002477647088,0.060229918999999986,0.031432135580999984,0.000722532,0.17544671399999998
cs4_fdr0.05_gam1.0,7492.181657101885,37890.43584406338,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,4,0.05,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3731,4357,0.856323158136,173,21.566473988439302,28.728934198284797,12.0,7.4129999999999985,4,240,0.007117345314412534,0.0025072154510869023,0.007058365768786128,0.0027768163830120514,2e-06,0.018696349127272725,0.0622475397398844,0.029898952477664918,0.060251880999999986,0.030369712575300037,0.000722532,0.17544671399999998
cs3_fdr0.05_gam1.0,6976.561916288805,40953.10652981981,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,3,0.05,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3721,4357,0.854028000918,175,21.262857142857143,30.5264073142248,12.0,7.4129999999999985,3,246,0.007240064839713381,0.002576049035599495,0.0071784556285714295,0.002958019513477386,2e-06,0.018696349127272725,0.06282957066233169,0.030072322803061192,0.060947645999999994,0.030506607705000018,0.000722532,0.174718152
cs2_fdr0.1_gam1.0,7964.995501709057,59660.07014218327,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,2,0.1,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3718,4357,0.853339453753,185,20.097297297297303,31.904089339279732,11.0,7.4129999999999985,2,273,0.007096386974682793,0.0027061662795194183,0.007001976867567567,0.002936816949611284,2e-06,0.02107026,0.06463694257367801,0.030473554049513806,0.0625117855,0.030827194009499986,0.000722532,0.170298952
cs7_fdr0.05_gam1.0,8579.848978399477,40027.90036059837,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,7,0.05,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3710,4357,0.851503327978,157,23.630573248407647,27.96501629192698,14.0,7.4129999999999985,7,199,0.0073685010516931345,0.0022342839664551933,0.0072538551496815285,0.0024597640261603253,0.00091632175,0.015553281392857143,0.061437015315858226,0.029960400475277957,0.05942706099999999,0.030431295331499988,0.000722532,0.170298952
cs9_fdr0.15_gam1.0,6982.33125213727,28169.70235860475,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,9,0.15,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3710,4357,0.851503327978,151,24.569536423841058,25.82699103232245,14.0,5.9304,9,206,0.0075299556472248575,0.002152419578696364,0.007362362735099337,0.0023835156065375425,0.0010962334444444444,0.017808445066666668,0.060813025994525385,0.029805695189436238,0.05876845799999999,0.030468838470000006,0.000722532,0.17544671399999998
cs9_fdr0.2_gam1.0,7032.954975002755,28809.105001919655,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,9,0.2,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3700,4357,0.8492081707600001,151,24.503311258278146,25.39287936205357,15.0,7.4129999999999985,9,206,0.007471590180722363,0.0019438372479645702,0.00730295503642384,0.0022384855672405697,0.0010962334444444444,0.015864551555555554,0.061482846437262685,0.03022528856460477,0.059418194,0.03091839244199998,0.000722532,0.17544671399999998
cs8_fdr0.1_gam1.0,8065.605329374499,36678.28606141409,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,8,0.1,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3698,4357,0.848749139316,155,23.858064516129037,28.17511076037585,14.0,7.4129999999999985,8,205,0.0073497811783235,0.0019735690351858613,0.007169000622580645,0.002256998018473678,0.00091632175,0.015553281392857143,0.0624377968385421,0.0303171532191017,0.060273772000000024,0.030730324632000032,0.000722532,0.173254435
cs9_fdr0.1_gam1.0,7237.9518607903365,29341.578629920416,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,9,0.1,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3694,4357,0.847831076429,150,24.626666666666665,26.218633331673878,14.5,6.6717,9,202,0.0075493501258066765,0.0021217682371614285,0.007351186683333331,0.002326812645504246,0.0010962334444444444,0.017808445066666668,0.0611789491144519,0.030145777012529983,0.05889863999999999,0.030731111892599975,0.000722532,0.17544671399999998
cs8_fdr0.05_gam1.0,8504.01660587533,39996.10564943976,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,8,0.05,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3680,4357,0.844617856323,153,24.052287581699343,27.75593602932751,14.0,7.4129999999999985,8,199,0.007490543209166878,0.002236180737641179,0.00733196701633987,0.002546539655169747,0.00091632175,0.018696349127272718,0.061979177247850015,0.030526479574917262,0.0597612585,0.0309222420129,0.000722532,0.17837567399999998
cs2_fdr0.05_gam1.0,6949.73459645184,39704.86924008912,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,2,0.05,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3673,4357,0.84301124627,175,20.98857142857143,31.099947993346127,12.0,7.4129999999999985,2,246,0.007226596137497195,0.002425430939620892,0.0071092283457142875,0.0026475364222121114,2e-06,0.015553281392857143,0.06379439525293926,0.030243787602457505,0.06182965,0.030732263872800012,0.000722532,0.170298952
cs9_fdr0.05_gam1.0,8906.754460742393,47032.47863299653,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,9,0.05,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3655,4357,0.838879963277,146,25.034246575342465,28.31824424314903,14.5,6.6717,9,196,0.0075110256637526155,0.001951435773718577,0.007318781208904109,0.0021454978406845004,0.0010962334444444444,0.017808445066666668,0.061785591336136036,0.030315691488523762,0.059522587,0.0305697012306,0.000722532,0.17837567399999998
cs10_fdr0.2_gam1.0,7421.689918269938,29101.646129331068,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,10,0.2,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3603,4357,0.8269451457420001,142,25.37323943661972,24.947209271269866,16.0,7.4129999999999985,10,206,0.007562379851869146,0.001985592443802236,0.007371087193661972,0.002250655893764789,0.0025508928974358968,0.017847094431372553,0.06145399582619119,0.030550082825176388,0.05934262000000001,0.030562578820200005,0.000722532,0.18056587699999999
cs10_fdr0.15_gam1.0,6788.027314653738,25091.22598924976,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,10,0.15,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3594,4357,0.8248795042460001,141,25.489361702127663,25.034152963295284,16.0,7.4129999999999985,10,206,0.007524168190169052,0.00203518500813748,0.00731124153900709,0.002316879337075938,0.0025508928974358968,0.017847094431372553,0.06137020006423505,0.030680617577817263,0.059155627500000016,0.03110766041670003,0.000722532,0.18056587699999999
cs10_fdr0.05_gam1.0,9480.052616899604,50867.61226053438,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,10,0.05,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3584,4357,0.8225843470280001,133,26.947368421052627,27.93887152811925,17.0,8.8956,10,196,0.007461959036186416,0.0018387910081447648,0.00725404519924812,0.002080453815661077,0.0025508928974358968,0.012626765890909093,0.06222798713602187,0.031107658532401494,0.0597398145,0.0314784186465,0.000722413,0.18056587699999999
cs10_fdr0.1_gam1.0,7848.176290927266,35682.855624339034,zero-branch-length-collapsed_reordered.WHO_2015_final_rooted,10,0.1,1.0,kuiper,qn,post,0.0096731,0,post-clean,na,3559,4357,0.8168464539820001,138,25.78985507246377,26.354808948716894,16.0,7.4129999999999985,10,202,0.007536678258400134,0.0019783891020339122,0.007320480242753622,0.002279485244662678,0.002612831857142857,0.017847094431372553,0.06158783717846185,0.030734535054275463,0.05941134400000001,0.031132825327800005,0.000722532,0.18056587699999999
