run,average_dist,std_average_dist,Treefile,CS,FDR,MAD,Kuiper/KS,Qn/MAD,q-values,Within_cluster_limit,Solution_Index,Clean_up,Prior_taxa_clustered(%),#_of_clustered_sequences,Total_no_of_sequences,%_clustered,#_of_clusters,Mean_cluster_size,S.D.,Median_cluster_size,MAD.1,Min_cluster_size,Max_cluster_size,Grand_mean_of_mean_pwd,S.D..1,Grand_mean_of_median_pwd,S.D..2,Min_mean_pwd,Max_mean_pwd,Mean_of_inter-cluster_dist,S.D..3,Median_of_inter-cluster_dist,MAD.2,Min_inter-cluster_dist,Max_inter-cluster_dist,solver(version)
cs2_fdr0.2_gam2,13822.82447,69280.72204,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,2,0.2,2,kuiper,qn,post,0.012251756,0,post-clean,na,7361,7898,0.932008103,196,37.55612245,64.02332839,17,14.826,2,492,0.007967182,0.003458838,0.007847672,0.003788238,2.00E-06,0.024654847,0.081308205,0.039520515,0.080278048,0.044596151,0.000634749,0.215256976,"gurobi_(8, 0, 1)"
cs6_fdr0.1_gam2,16058.74444,80778.5342,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,6,0.1,2,kuiper,qn,post,0.012251756,0,post-clean,na,7357,7898,0.931501646,188,39.13297872,64.5532436,18,13.3434,6,507,0.007848396,0.003343207,0.007658916,0.003714278,2.00E-06,0.02218679,0.081209482,0.03951977,0.0805215,0.04559796,0.000661557,0.183590437,"gurobi_(8, 0, 1)"
cs3_fdr0.05_gam2,13920.4787,78579.97994,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,3,0.05,2,kuiper,qn,post,0.012251756,0,post-clean,na,7356,7898,0.931375032,187,39.3368984,71.11333433,19,16.3086,3,593,0.008108691,0.003327755,0.007877957,0.003545664,2.00E-06,0.024654847,0.081438532,0.039439527,0.081143943,0.044886833,0.000658169,0.203418165,"gurobi_(8, 0, 1)"
cs5_fdr0.1_gam2,12809.41054,60078.39382,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,5,0.1,2,kuiper,qn,post,0.012251756,0,post-clean,na,7355,7898,0.931248417,195,37.71794872,62.23664048,17,13.3434,5,461,0.008030364,0.003642171,0.007936908,0.004207759,2.00E-06,0.026252043,0.079596743,0.038843379,0.078500557,0.04382711,0.000661557,0.197388599,"gurobi_(8, 0, 1)"
cs8_fdr0.1_gam2,16071.99599,80596.32813,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,8,0.1,2,kuiper,qn,post,0.012251756,0,post-clean,na,7355,7898,0.931248417,169,43.52071006,72.81410518,21,14.826,8,553,0.008184919,0.002967608,0.007892879,0.003220799,0.001075616,0.014791613,0.078193123,0.039147629,0.076525481,0.045527166,0.000661557,0.170728077,"gurobi_(8, 0, 1)"
cs8_fdr0.15_gam2,17677.46864,83569.47874,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,8,0.15,2,kuiper,qn,post,0.012251756,0,post-clean,na,7355,7898,0.931248417,170,43.26470588,69.97907922,19.5,14.0847,8,507,0.008377128,0.003342144,0.008173128,0.003683259,0.001075616,0.02566419,0.078271188,0.038734412,0.07721045,0.044842989,0.000666446,0.170728077,"gurobi_(8, 0, 1)"
cs8_fdr0.05_gam2,14920.55962,71557.88248,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,8,0.05,2,kuiper,qn,post,0.012251756,0,post-clean,na,7348,7898,0.930362117,173,42.47398844,70.1340549,22,16.3086,8,539,0.008084296,0.002927178,0.007817477,0.003233955,0.001075616,0.014791613,0.078072429,0.039145677,0.076870234,0.045785234,0.000663188,0.17744486,"gurobi_(8, 0, 1)"
cs2_fdr0.1_gam2,14325.98442,74432.91695,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,2,0.1,2,kuiper,qn,post,0.012251756,0,post-clean,na,7338,7898,0.929095974,190,38.62105263,69.53704489,19,15.5673,2,546,0.008248602,0.003328202,0.008106237,0.003671656,0.000451045,0.02531701,0.082409628,0.039734276,0.082606882,0.045212876,0.000634749,0.196719096,"gurobi_(8, 0, 1)"
cs7_fdr0.05_gam2,15442.034,76386.92454,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,7,0.05,2,kuiper,qn,post,0.012251756,0,post-clean,na,7333,7898,0.928462902,176,41.66477273,67.81433568,21,16.3086,7,542,0.007994899,0.003324713,0.007675169,0.003647352,2.00E-06,0.025632427,0.080108526,0.039788957,0.079132664,0.046636305,0.000663751,0.174756528,"gurobi_(8, 0, 1)"
cs10_fdr0.1_gam2,13583.42477,59949.11942,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,10,0.1,2,kuiper,qn,post,0.012251756,0,post-clean,na,7317,7898,0.926437073,176,41.57386364,59.61471725,22,14.826,10,501,0.008020562,0.003081581,0.007770458,0.003334557,2.00E-06,0.014617032,0.081209287,0.040078052,0.080560807,0.046978532,0.000661557,0.174756528,"gurobi_(8, 0, 1)"
cs2_fdr0.05_gam2,11777.58133,74282.94988,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,2,0.05,2,kuiper,qn,post,0.012251756,0,post-clean,na,7313,7898,0.925930615,199,36.74874372,69.11414352,18,14.826,2,523,0.007945558,0.003202119,0.007959233,0.003710445,0.000823864,0.021335507,0.079813034,0.038662815,0.079282181,0.044022305,0.000634749,0.198364061,"gurobi_(8, 0, 1)"
cs9_fdr0.2_gam2,16199.64789,81888.66144,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,9,0.2,2,kuiper,qn,post,0.012251756,0,post-clean,na,7297,7898,0.923904786,168,43.43452381,69.84170638,19,13.3434,9,515,0.008376958,0.003167296,0.008183704,0.003511772,0.001075616,0.02566419,0.077875625,0.038392564,0.076657879,0.044009665,0.00066681,0.170064781,"gurobi_(8, 0, 1)"
cs10_fdr0.15_gam2,13215.95675,52292.66212,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,10,0.15,2,kuiper,qn,post,0.012251756,0,post-clean,na,7293,7898,0.923398329,185,39.42162162,42.41751032,22,14.826,10,250,0.007990252,0.00303353,0.007770746,0.003259616,2.00E-06,0.014617032,0.081702554,0.040260328,0.081243424,0.046754196,0.000661557,0.180152892,"gurobi_(8, 0, 1)"
cs10_fdr0.05_gam2,16076.9517,74492.32652,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,10,0.05,2,kuiper,qn,post,0.012251756,0,post-clean,na,7241,7898,0.916814383,167,43.35928144,59.67232023,24,17.7912,10,466,0.008059573,0.002977282,0.007767491,0.003187171,2.00E-06,0.014617032,0.08098901,0.039845663,0.080889228,0.04637736,0.000661557,0.170333514,"gurobi_(8, 0, 1)"
cs10_fdr0.2_gam2,11949.28114,48042.19571,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,10,0.2,2,kuiper,qn,post,0.012251756,0,post-clean,na,7236,7898,0.916181312,179,40.42458101,57.2674453,21,13.3434,10,506,0.008155681,0.00326811,0.007957585,0.003548903,2.00E-06,0.025029651,0.081614389,0.039591876,0.081461506,0.046197906,0.000656445,0.168016379,"gurobi_(8, 0, 1)"
cs9_fdr0.05_gam2,16027.72199,81087.24381,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,9,0.05,2,kuiper,qn,post,0.012251756,0,post-clean,na,7229,7898,0.915295011,170,42.52352941,67.71618486,22,16.3086,9,507,0.008060891,0.002963239,0.007771272,0.003238235,0.001075616,0.014617032,0.078231576,0.038721426,0.076437936,0.044863326,0.00066181,0.170402061,"gurobi_(8, 0, 1)"
cs6_fdr0.2_gam2,11328.41816,51555.36658,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,6,0.2,2,kuiper,qn,post,0.012251756,0,post-clean,na,7116,7898,0.900987592,186,38.25806452,60.06202258,18,13.3434,6,494,0.008002596,0.00336142,0.007815967,0.003777187,2.00E-06,0.02218679,0.07886387,0.038992477,0.077900019,0.044797807,0.000666191,0.178504046,"gurobi_(8, 0, 1)"
cs9_fdr0.15_gam2,13171.10037,61520.90216,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,9,0.15,2,kuiper,qn,post,0.012251756,0,post-clean,na,7014,7898,0.88807293,175,40.08,61.70866293,19,11.8608,9,516,0.008177732,0.002891551,0.007943368,0.003171224,0.001075616,0.015665787,0.077748489,0.038453706,0.076094564,0.04428769,0.00066181,0.170064781,"gurobi_(8, 0, 1)"
cs9_fdr0.1_gam2,11828.16553,56582.70269,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,9,0.1,2,kuiper,qn,post,0.012251756,0,post-clean,na,6935,7898,0.878070398,172,40.31976744,59.56702514,21,14.826,9,507,0.008018276,0.003065021,0.007773707,0.00335894,2.00E-06,0.014617032,0.079156579,0.039248021,0.077736121,0.045980534,0.000661557,0.170064781,"gurobi_(8, 0, 1)"
cs4_fdr0.2_gam1,6386.188249,39150.64414,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,4,0.2,1,kuiper,qn,post,0.00767119,0,post-clean,na,6778,7898,0.858191947,289,23.4532872,33.78792208,13,8.8956,4,258,0.005429548,0.002373834,0.005377586,0.002705263,2.00E-06,0.022315865,0.084674451,0.040241709,0.084820603,0.046596323,0.000641819,0.188759199,"gurobi_(8, 0, 1)"
cs3_fdr0.2_gam1,5998.779835,38442.61075,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,3,0.2,1,kuiper,qn,post,0.00767119,0,post-clean,na,6773,7898,0.857558876,299,22.65217391,33.17686113,12,8.8956,3,265,0.005330813,0.002450501,0.005316119,0.002818987,2.00E-06,0.021335507,0.085957368,0.040783203,0.08623021,0.047191293,0.000641819,0.194135756,"gurobi_(8, 0, 1)"
cs6_fdr0.2_gam1,6838.69632,40657.11792,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,6,0.2,1,kuiper,qn,post,0.00767119,0,post-clean,na,6745,7898,0.854013674,267,25.26217228,35.0757316,14,8.8956,6,266,0.005426289,0.002202044,0.005365583,0.002586519,2.00E-06,0.022315865,0.085509833,0.040872005,0.086107932,0.047430075,0.000641819,0.18943161,"gurobi_(8, 0, 1)"
cs5_fdr0.2_gam1,6580.668438,39632.25388,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,5,0.2,1,kuiper,qn,post,0.00767119,0,post-clean,na,6733,7898,0.852494302,282,23.87588652,33.2894486,13,8.8956,5,252,0.005490044,0.002305032,0.005426554,0.002653233,2.00E-06,0.022315865,0.085779863,0.041076486,0.086474721,0.047929029,0.000641819,0.18943161,"gurobi_(8, 0, 1)"
cs3_fdr0.15_gam1,5847.544893,34331.82983,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,3,0.15,1,kuiper,qn,post,0.00767119,0,post-clean,na,6731,7898,0.852241074,290,23.21034483,33.61115778,13.5,9.6369,3,289,0.005336891,0.002292427,0.005311624,0.002628927,2.00E-06,0.022315865,0.085114558,0.040718976,0.085837148,0.047058397,0.000641819,0.188759199,"gurobi_(8, 0, 1)"
cs4_fdr0.1_gam1,5914.313992,30657.9491,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,4,0.1,1,kuiper,qn,post,0.00767119,0,post-clean,na,6721,7898,0.85097493,268,25.07835821,35.53409264,14,10.3782,4,294,0.005479095,0.002338824,0.005408274,0.002683094,2.00E-06,0.022315865,0.085001537,0.040638644,0.085686138,0.047105281,0.000641819,0.188759199,"gurobi_(8, 0, 1)"
cs5_fdr0.15_gam1,6296.362108,39555.24846,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,5,0.15,1,kuiper,qn,post,0.00767119,0,post-clean,na,6703,7898,0.848695872,280,23.93928571,33.19163257,13.5,8.1543,5,260,0.005427252,0.002320391,0.005386339,0.002711165,2.00E-06,0.022315865,0.084657472,0.040710256,0.085119805,0.047596571,0.000652273,0.194821514,"gurobi_(8, 0, 1)"
cs2_fdr0.2_gam1,5673.321807,29810.64842,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,2,0.2,1,kuiper,qn,post,0.00767119,0,post-clean,na,6700,7898,0.848316029,286,23.42657343,36.94994044,13,10.3782,2,324,0.005241945,0.002257046,0.005143139,0.002577537,2.00E-06,0.022315865,0.084751746,0.04030735,0.085217075,0.046641118,0.000641819,0.188759199,"gurobi_(8, 0, 1)"
cs4_fdr0.15_gam1,6190.393106,36495.35031,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,4,0.15,1,kuiper,qn,post,0.00767119,0,post-clean,na,6693,7898,0.847429729,289,23.15916955,30.47110871,14,8.8956,4,235,0.005319388,0.002352218,0.005255294,0.002660856,2.00E-06,0.022315865,0.085635546,0.040829463,0.086285854,0.047462185,0.000641819,0.188759199,"gurobi_(8, 0, 1)"
cs5_fdr0.1_gam1,6488.699528,36071.34494,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,5,0.1,1,kuiper,qn,post,0.00767119,0,post-clean,na,6693,7898,0.847429729,264,25.35227273,35.90281764,15,10.3782,5,291,0.005559611,0.002198953,0.005504357,0.002570245,2.00E-06,0.022315865,0.085485464,0.041002035,0.086279691,0.047741885,0.000652273,0.188759199,"gurobi_(8, 0, 1)"
cs6_fdr0.15_gam1,6968.463659,41312.52255,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,6,0.15,1,kuiper,qn,post,0.00767119,0,post-clean,na,6670,7898,0.844517599,257,25.95330739,35.17464461,15,8.8956,6,260,0.005429341,0.002202579,0.005365101,0.002562103,2.00E-06,0.022315865,0.085180412,0.040873126,0.085847758,0.047671267,0.000652273,0.194821514,"gurobi_(8, 0, 1)"
cs6_fdr0.1_gam1,6437.169613,30562.10294,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,6,0.1,1,kuiper,qn,post,0.00767119,0,post-clean,na,6668,7898,0.844264371,257,25.94552529,33.25806043,15,8.8956,6,264,0.00533406,0.002166642,0.005257121,0.002513585,2.00E-06,0.022315865,0.086535912,0.041036355,0.087777544,0.047452861,0.000652273,0.188759199,"gurobi_(8, 0, 1)"
cs3_fdr0.05_gam1,5934.048581,28757.94781,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,3,0.05,1,kuiper,qn,post,0.00767119,0,post-clean,na,6666,7898,0.844011142,273,24.41758242,34.08922093,14,10.3782,3,265,0.005462701,0.002211836,0.005391927,0.002601007,2.00E-06,0.022315865,0.084896205,0.040453413,0.085197287,0.046705392,0.000641819,0.188759199,"gurobi_(8, 0, 1)"
cs3_fdr0.1_gam1,5535.905982,29697.0875,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,3,0.1,1,kuiper,qn,post,0.00767119,0,post-clean,na,6665,7898,0.843884528,286,23.3041958,32.59278442,14,10.3782,3,294,0.005433171,0.002347106,0.005359684,0.002668746,2.00E-06,0.024410144,0.084916502,0.040240742,0.085523486,0.046359078,0.000641819,0.188759199,"gurobi_(8, 0, 1)"
cs2_fdr0.1_gam1,5651.645195,28029.39704,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,2,0.1,1,kuiper,qn,post,0.00767119,0,post-clean,na,6644,7898,0.841225627,278,23.89928058,33.72115319,13,10.3782,2,259,0.005384655,0.002344904,0.005318836,0.002638426,2.00E-06,0.02531701,0.085468964,0.04068241,0.086221044,0.047202438,0.000652273,0.188759199,"gurobi_(8, 0, 1)"
cs7_fdr0.1_gam1,7120.331075,36355.9152,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,7,0.1,1,kuiper,qn,post,0.00767119,0,post-clean,na,6642,7898,0.840972398,239,27.79079498,36.14568676,16,10.3782,7,264,0.005510864,0.002130465,0.005421189,0.002507049,2.00E-06,0.022315865,0.085025654,0.041289473,0.085646523,0.048066617,0.000652273,0.188759199,"gurobi_(8, 0, 1)"
cs2_fdr0.15_gam1,5222.555455,26879.20906,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,2,0.15,1,kuiper,qn,post,0.00767119,0,post-clean,na,6640,7898,0.840719169,283,23.46289753,32.89454246,13,10.3782,2,255,0.005362265,0.002487577,0.005278626,0.002744856,2.00E-06,0.02531701,0.085591426,0.040622814,0.086455111,0.046916905,0.000652273,0.188759199,"gurobi_(8, 0, 1)"
cs5_fdr0.05_gam1,6717.73407,32508.76432,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,5,0.05,1,kuiper,qn,post,0.00767119,0,post-clean,na,6634,7898,0.839959483,260,25.51538462,38.85280303,14,8.8956,5,323,0.005433527,0.002287007,0.005341694,0.002649846,2.00E-06,0.022315865,0.085183773,0.041178013,0.085851888,0.047904337,0.00065748,0.188759199,"gurobi_(8, 0, 1)"
cs8_fdr0.2_gam1,6911.482858,34279.85519,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,8,0.2,1,kuiper,qn,post,0.00767119,0,post-clean,na,6621,7898,0.838313497,242,27.35950413,34.755084,15,7.413,8,261,0.005457644,0.002306033,0.005396136,0.002653414,2.00E-06,0.022315865,0.086592976,0.041673584,0.088114592,0.048372139,0.000652273,0.1921255,"gurobi_(8, 0, 1)"
cs6_fdr0.05_gam1,6535.560924,32209.86719,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,6,0.05,1,kuiper,qn,post,0.00767119,0,post-clean,na,6616,7898,0.837680425,245,27.00408163,38.774199,15,8.8956,6,312,0.005383916,0.002133666,0.005264906,0.002435075,2.00E-06,0.022315865,0.084932663,0.041073684,0.086032421,0.04776622,0.000641819,0.188759199,"gurobi_(8, 0, 1)"
cs7_fdr0.2_gam1,7214.32188,42015.89545,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,7,0.2,1,kuiper,qn,post,0.00767119,0,post-clean,na,6614,7898,0.837427197,249,26.562249,34.40105524,15,8.8956,7,252,0.005394528,0.002148511,0.005389866,0.002486553,2.00E-06,0.022315865,0.084771718,0.041236746,0.085116848,0.048158497,0.000652273,0.188759199,"gurobi_(8, 0, 1)"
cs4_fdr0.05_gam1,5873.339073,28364.58408,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,4,0.05,1,kuiper,qn,post,0.00767119,0,post-clean,na,6604,7898,0.836161053,262,25.20610687,31.75787652,15,10.3782,4,265,0.005387001,0.002139826,0.005244623,0.002440729,2.00E-06,0.022315865,0.084716549,0.040660911,0.085057701,0.047098782,0.000641819,0.188759199,"gurobi_(8, 0, 1)"
cs2_fdr0.05_gam1,5679.320525,28183.71642,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,2,0.05,1,kuiper,qn,post,0.00767119,0,post-clean,na,6571,7898,0.83198278,265,24.79622642,33.59253368,15,11.8608,2,265,0.005441956,0.002350412,0.005401747,0.002739168,2.00E-06,0.022315865,0.084117818,0.040493936,0.084515671,0.046913933,0.000641819,0.194821514,"gurobi_(8, 0, 1)"
cs7_fdr0.15_gam1,7237.355576,39188.35486,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,7,0.15,1,kuiper,qn,post,0.00767119,0,post-clean,na,6569,7898,0.831729552,250,26.276,31.86252826,15,8.8956,7,233,0.005376331,0.002200302,0.005360896,0.00252656,2.00E-06,0.022315865,0.08566178,0.041312966,0.086293791,0.048238154,0.000652273,0.188759199,"gurobi_(8, 0, 1)"
cs8_fdr0.1_gam1,7306.334828,36538.77278,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,8,0.1,1,kuiper,qn,post,0.00767119,0,post-clean,na,6559,7898,0.830463408,230,28.5173913,34.8781679,17,10.3782,8,241,0.005579362,0.002265977,0.005466275,0.002590601,2.00E-06,0.022315865,0.085285262,0.041331555,0.086021159,0.04806466,0.000125274,0.188759199,"gurobi_(8, 0, 1)"
cs7_fdr0.05_gam1,6771.524584,30616.11634,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,7,0.05,1,kuiper,qn,post,0.00767119,0,post-clean,na,6544,7898,0.828564193,235,27.84680851,32.38566246,17,10.3782,7,237,0.005396745,0.002196645,0.005304124,0.002525087,2.00E-06,0.022315865,0.08613653,0.041573373,0.087165657,0.047888497,0.00065748,0.188759199,"gurobi_(8, 0, 1)"
cs8_fdr0.15_gam1,6933.013981,33180.07422,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,8,0.15,1,kuiper,qn,post,0.00767119,0,post-clean,na,6541,7898,0.82818435,240,27.25416667,33.46874492,16,8.8956,8,261,0.00539899,0.002356198,0.005319262,0.002667892,2.00E-06,0.022315865,0.086623732,0.041525227,0.088518163,0.048048534,0.000652273,0.1921255,"gurobi_(8, 0, 1)"
cs9_fdr0.2_gam1,5971.514933,21387.57628,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,9,0.2,1,kuiper,qn,post,0.00767119,0,post-clean,na,6540,7898,0.828057736,230,28.43478261,32.29453168,17,10.3782,9,231,0.005502879,0.002117509,0.005423657,0.002506763,2.00E-06,0.022315865,0.085721567,0.041397317,0.086857511,0.048158692,0.000125274,0.188759199,"gurobi_(8, 0, 1)"
cs8_fdr0.05_gam1,6849.161363,30714.14094,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,8,0.05,1,kuiper,qn,post,0.00767119,0,post-clean,na,6535,7898,0.827424664,231,28.29004329,32.34095311,17,10.3782,8,242,0.005521778,0.002300318,0.00542892,0.002614053,2.00E-06,0.022315865,0.085311315,0.041507808,0.086677781,0.048105243,0.000652273,0.188759199,"gurobi_(8, 0, 1)"
cs9_fdr0.15_gam1,7108.236265,32911.37261,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,9,0.15,1,kuiper,qn,post,0.00767119,0,post-clean,na,6535,7898,0.827424664,227,28.78854626,34.42099137,17,8.8956,9,244,0.005551464,0.00212448,0.005483228,0.002496323,2.00E-06,0.022315865,0.085665097,0.041308827,0.086537619,0.047908569,0.000125274,0.188759199,"gurobi_(8, 0, 1)"
cs9_fdr0.05_gam1,5521.721242,19576.42007,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,9,0.05,1,kuiper,qn,post,0.00767119,0,post-clean,na,6517,7898,0.825145606,228,28.58333333,31.34513127,18,10.3782,9,233,0.005449974,0.002173895,0.005358093,0.002503317,2.00E-06,0.022315865,0.085501004,0.041399131,0.085889389,0.047933672,0.000125274,0.188759199,"gurobi_(8, 0, 1)"
cs9_fdr0.1_gam1,7402.580626,36711.98267,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,9,0.1,1,kuiper,qn,post,0.00767119,0,post-clean,na,6517,7898,0.825145606,228,28.58333333,33.92875515,17,8.8956,9,229,0.005523347,0.002168492,0.005441341,0.002574295,2.00E-06,0.022315865,0.08527559,0.041327785,0.085536542,0.048154325,0.000125274,0.188759199,"gurobi_(8, 0, 1)"
cs10_fdr0.2_gam1,7559.188274,37303.17151,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,10,0.2,1,kuiper,qn,post,0.00767119,0,post-clean,na,6455,7898,0.817295518,218,29.61009174,31.47523771,18,8.8956,10,220,0.005612145,0.002347136,0.005551165,0.002661218,0.000701426,0.022315865,0.087596685,0.041759906,0.089312896,0.04825237,0.00065748,0.184701175,"gurobi_(8, 0, 1)"
cs10_fdr0.1_gam1,7135.05257,30876.79549,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,10,0.1,1,kuiper,qn,post,0.00767119,0,post-clean,na,6452,7898,0.816915675,217,29.73271889,32.26341938,18,10.3782,10,229,0.005606392,0.002340075,0.00551435,0.002675557,0.000701426,0.022315865,0.085577224,0.041489396,0.086519068,0.048087081,0.00065748,0.184701175,"gurobi_(8, 0, 1)"
cs10_fdr0.05_gam1,5628.151558,18007.623,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,10,0.05,1,kuiper,qn,post,0.00767119,0,post-clean,na,6440,7898,0.815396303,221,29.14027149,29.85576323,18,10.3782,10,229,0.005460391,0.002191429,0.005369895,0.002547128,0.000563498,0.022315865,0.085825796,0.041718449,0.086519068,0.048259763,0.00065748,0.184701175,"gurobi_(8, 0, 1)"
cs10_fdr0.15_gam1,6729.660515,27630.15831,zero-branch-length-collapsed_H5Nx_new_zerocollapsed,10,0.15,1,kuiper,qn,post,0.00767119,0,post-clean,na,6433,7898,0.814510003,219,29.37442922,31.45254885,17,8.8956,10,202,0.005592203,0.002404079,0.005539522,0.002756769,0.000701426,0.022315865,0.086386331,0.041652297,0.087420776,0.048307842,0.00065748,0.184701175,"gurobi_(8, 0, 1)"